1.500000	18.011314
1.549068	0.618654
1.598017	-1.608085
1.646730	-3.364358
1.695090	1.037507
1.742980	-1.751499
1.790285	0.889321
1.836890	-1.196696
1.882683	0.735853
1.927555	-0.909984
1.971397	0.621616
2.014103	-0.734406
2.055570	0.536632
2.095699	-0.615840
2.134393	0.471702
2.171559	-0.530445
2.207107	0.420734
2.240951	-0.466051
2.273010	0.379772
2.303207	-0.415794
2.331470	0.346193
2.357728	-0.375506
2.381921	0.318201
2.403989	-0.342510
2.423880	0.294533
2.441544	-0.315011
2.456940	0.274279
2.470031	-0.291755
2.480785	0.256764
2.489177	-0.271845
2.495185	0.241481
2.498796	-0.254619
2.500000	0.228039
2.498796	-0.239580
2.495185	0.216133
2.489177	-0.226344
2.480785	0.205523
2.470031	-0.214615
2.456940	0.196016
2.441544	-0.204157
2.423880	0.187456
2.403989	-0.194783
2.381921	0.179715
2.357728	-0.186338
2.331470	0.172686
2.303207	-0.178696
2.273010	0.166281
2.240951	-0.171756
2.207107	0.160427
2.171559	-0.165431
2.134393	0.155061
2.095699	-0.159647
2.055570	0.150130
2.014103	-0.154343
1.971397	0.145586
1.927555	-0.149467
1.882683	0.141392
1.836890	-0.144974
1.790285	0.137513
1.742980	-0.140825
1.695091	0.133920
1.646731	-0.136987
1.598017	0.130585
1.549068	-0.133432
1.500000	0.127488
1.450932	-0.130131
1.401983	0.124607
1.353270	-0.127065
1.304910	0.121925
1.257020	-0.124213
1.209715	0.119426
1.163110	-0.121558
1.117317	0.117097
1.072445	-0.119084
1.028604	0.114925
0.985898	-0.116778
0.944430	0.112898
0.904301	-0.114626
0.865607	0.111007
0.828441	-0.112620
0.792893	0.109243
0.759049	-0.110748
0.726990	0.107598
0.696792	-0.109001
0.668530	0.106066
0.642272	-0.107373
0.618079	0.104638
0.596011	-0.105856
0.576121	0.103309
0.558456	-0.104442
0.543060	0.102074
0.529969	-0.103127
0.519215	0.100929
0.510823	-0.101904
0.504815	0.099868
0.501205	-0.100772
0.500000	0.098888
0.501205	-0.099723
0.504815	0.097986
0.510823	-0.098754
0.519215	0.097158
0.529969	-0.097863
0.543060	0.096401
0.558456	-0.097045
0.576120	0.095714
0.596011	-0.096298
0.618079	0.095092
0.642271	-0.095620
0.668530	0.094535
0.696792	-0.095008
0.726990	0.094041
0.759049	-0.094461
0.792893	0.093609
0.828441	-0.093976
0.865607	0.093237
0.904301	-0.093552
0.944430	0.092922
0.985897	-0.093188
1.028603	0.092666
1.072445	-0.092882
1.117316	0.092466
1.163110	-0.092634
1.209715	0.092323
1.257020	-0.092442
1.304910	0.092235
1.353270	-0.092307
1.401983	0.092203
1.450932	-0.092228
