1.500000	16.970564
1.549068	6.789072
1.598017	-0.196331
1.646730	-4.072628
1.695090	0.000000
1.742980	-0.969284
1.790285	0.000000
1.836890	-0.452058
1.882683	0.000000
1.927555	-0.263976
1.971397	0.000000
2.014103	-0.173551
2.055570	-0.000000
2.095699	-0.122913
2.134393	0.000000
2.171559	-0.091635
2.207107	-0.000000
2.240951	-0.070940
2.273010	-0.000000
2.303208	-0.056526
2.331470	-0.000000
2.357729	-0.046080
2.381921	0.000000
2.403989	-0.038266
2.423880	0.000000
2.441544	-0.032267
2.456940	0.000000
2.470031	-0.027559
2.480785	-0.000000
2.489177	-0.023797
2.495185	0.000000
2.498796	-0.020743
2.500000	0.000000
2.498796	-0.018229
2.495185	-0.000000
2.489177	-0.016134
2.480785	-0.000000
2.470031	-0.014371
2.456940	-0.000000
2.441544	-0.012871
2.423880	-0.000000
2.403989	-0.011585
2.381921	0.000000
2.357729	-0.010475
2.331470	0.000000
2.303208	-0.009508
2.273010	0.000000
2.240951	-0.008662
2.207107	-0.000000
2.171559	-0.007916
2.134393	-0.000000
2.095699	-0.007256
2.055570	0.000000
2.014103	-0.006668
1.971397	0.000000
1.927555	-0.006142
1.882683	0.000000
1.836890	-0.005669
1.790285	-0.000000
1.742980	-0.005243
1.695090	-0.000000
1.646730	-0.004857
1.598017	0.000000
1.549068	-0.004506
1.500000	0.000000
1.450932	-0.004186
1.401983	-0.000000
1.353270	-0.003893
1.304910	-0.000000
1.257020	-0.003624
1.209715	-0.000000
1.163110	-0.003376
1.117317	0.000000
1.072445	-0.003147
1.028603	-0.000000
0.985897	-0.002935
0.944430	0.000000
0.904301	-0.002738
0.865607	0.000000
0.828441	-0.002554
0.792893	0.000000
0.759049	-0.002382
0.726990	-0.000000
0.696792	-0.002221
0.668530	0.000000
0.642271	-0.002070
0.618079	-0.000000
0.596011	-0.001928
0.576120	-0.000000
0.558456	-0.001794
0.543060	0.000000
0.529969	-0.001667
0.519215	-0.000000
0.510823	-0.001546
0.504815	0.000000
0.501205	-0.001431
0.500000	0.000000
0.501205	-0.001322
0.504815	-0.000000
0.510823	-0.001217
0.519215	0.000000
0.529969	-0.001117
0.543060	-0.000000
0.558456	-0.001020
0.576120	-0.000000
0.596011	-0.000926
0.618079	0.000000
0.642271	-0.000836
0.668530	0.000000
0.696792	-0.000749
0.726990	-0.000000
0.759049	-0.000664
0.792893	-0.000000
0.828441	-0.000581
0.865607	0.000000
0.904301	-0.000500
0.944430	-0.000000
0.985897	-0.000421
1.028603	-0.000000
1.072445	-0.000342
1.117317	0.000000
1.163110	-0.000265
1.209715	-0.000000
1.257020	-0.000189
1.304910	-0.000000
1.353270	-0.000113
1.401983	-0.000000
1.450932	-0.000038
