1026	1026.000000	1026.000000
1026	1026.000000	1026.000000
1026	1026.000000	1026.000000
1027	1027.000000	1026.045410
1027	1027.000000	1026.086914
1027	1027.000000	1026.125000
1027	1027.000000	1026.160034
1026	1026.000000	1026.153931
1026	1026.000000	1026.148193
1025	1025.000000	1026.107178
1026	1026.000000	1026.103516
1026	1026.000000	1026.100098
1026	1026.000000	1026.096924
1026	1026.000000	1026.093872
1027	1027.000000	1026.121338
1026	1026.000000	1026.117798
1026	1026.000000	1026.114380
1026	1026.000000	1026.111206
1026	1026.000000	1026.108154
1026	1026.000000	1026.105347
1026	1026.000000	1026.102661
1026	1026.000000	1026.100098
1025	1025.000000	1026.073242
1026	1026.000000	1026.071533
1026	1026.000000	1026.069824
1026	1026.000000	1026.068237
1026	1026.000000	1026.066772
1026	1026.000000	1026.065308
1026	1026.000000	1026.063965
1026	1026.000000	1026.062622
1025	1025.000000	1026.040894
1026	1026.000000	1026.040039
1026	1026.000000	1026.039307
1026	1026.000000	1026.038574
1026	1026.000000	1026.037842
1026	1026.000000	1026.037109
1027	1027.000000	1026.054565
1026	1026.000000	1026.053589
1026	1026.000000	1026.052612
1027	1027.000000	1026.068970
1025	1025.000000	1026.050903
1026	1026.000000	1026.050049
1027	1027.000000	1026.065674
1027	1027.000000	1026.080688
1026	1026.000000	1026.079468
1026	1026.000000	1026.078247
1026	1026.000000	1026.077026
1026	1026.000000	1026.075806
1026	1026.000000	1026.074707
1026	1026.000000	1026.073608
1026	1026.000000	1026.072510
1026	1026.000000	1026.071533
1026	1026.000000	1026.070557
1026	1026.000000	1026.069580
1026	1026.000000	1026.068604
1026	1026.000000	1026.067627
1026	1026.000000	1026.066772
1026	1026.000000	1026.065918
1026	1026.000000	1026.065063
1026	1026.000000	1026.064209
1025	1025.000000	1026.050781
1026	1026.000000	1026.050171
1026	1026.000000	1026.049561
1026	1026.000000	1026.048950
1026	1026.000000	1026.048340
1026	1026.000000	1026.047729
1025	1025.000000	1026.035400
1025	1025.000000	1026.023315
1026	1026.000000	1026.023071
1026	1026.000000	1026.022827
1026	1026.000000	1026.022583
1025	1025.000000	1026.011230
1026	1026.000000	1026.011108
1026	1026.000000	1026.010986
1026	1026.000000	1026.010864
1026	1026.000000	1026.010742
1025	1025.000000	1026.000122
1026	1026.000000	1026.000122
1026	1026.000000	1026.000122
1027	1027.000000	1026.010376
1027	1027.000000	1026.020386
1026	1026.000000	1026.020142
1026	1026.000000	1026.019897
1026	1026.000000	1026.019653
1026	1026.000000	1026.019409
1027	1027.000000	1026.028809
1026	1026.000000	1026.028564
1026	1026.000000	1026.028320
1026	1026.000000	1026.028076
1026	1026.000000	1026.027832
1026	1026.000000	1026.027588
1026	1026.000000	1026.027344
1026	1026.000000	1026.027100
1026	1026.000000	1026.026855
1026	1026.000000	1026.026611
1026	1026.000000	1026.026367
1026	1026.000000	1026.026123
1025	1025.000000	1026.017334
1026	1026.000000	1026.017212
1026	1026.000000	1026.017090
1026	1026.000000	1026.016968
1027	1027.000000	1026.025146
1026	1026.000000	1026.024902
1026	1026.000000	1026.024658
1026	1026.000000	1026.024414
1025	1025.000000	1026.016113
1027	1027.000000	1026.023926
1026	1026.000000	1026.023682
1026	1026.000000	1026.023438
1026	1026.000000	1026.023193
1026	1026.000000	1026.023071
1026	1026.000000	1026.022949
1026	1026.000000	1026.022827
1026	1026.000000	1026.022705
1026	1026.000000	1026.022583
1026	1026.000000	1026.022461
1025	1025.000000	1026.014893
1027	1027.000000	1026.022095
1026	1026.000000	1026.021973
1026	1026.000000	1026.021851
1025	1025.000000	1026.014526
1026	1026.000000	1026.014404
1026	1026.000000	1026.014282
1026	1026.000000	1026.014160
1025	1025.000000	1026.007080
1026	1026.000000	1026.007080
1026	1026.000000	1026.007080
1026	1026.000000	1026.007080
1026	1026.000000	1026.007080
1026	1026.000000	1026.007080
1026	1026.000000	1026.007080
1026	1026.000000	1026.007080
1026	1026.000000	1026.007080
1026	1026.000000	1026.007080
1026	1026.000000	1026.007080
1026	1026.000000	1026.007080
1026	1026.000000	1026.007080
1027	1027.000000	1026.013428
1027	1027.000000	1026.019653
1026	1026.000000	1026.019531
1026	1026.000000	1026.019409
1027	1027.000000	1026.025513
1026	1026.000000	1026.025391
1026	1026.000000	1026.025269
1026	1026.000000	1026.025146
1026	1026.000000	1026.025024
1026	1026.000000	1026.024902
