0.000000	0.000000	0.000000
0.287379	0.073601	0.000000
0.533531	0.147026	0.000000
0.705111	0.220096	0.000000
0.783028	0.292636	0.000000
0.766074	0.364470	0.000000
0.671126	0.435427	0.000000
0.529869	0.505335	0.000000
0.382683	0.574025	0.000000
0.270857	0.641333	0.000000
0.228625	0.707095	0.000000
0.276566	0.771154	0.000000
0.417620	0.833355	0.000000
0.636497	0.893549	0.000000
0.902581	0.951590	0.000000
1.175783	1.007338	0.472232
1.414214	1.060660	0.548606
1.582199	1.111427	0.627669
1.657108	1.159516	0.704042
1.633676	1.204811	0.772580
1.524990	1.247204	0.829336
1.359959	1.286593	0.872297
1.177740	1.322882	0.901745
1.020204	1.355984	0.920189
0.923880	1.385819	0.931861
0.912918	1.412316	0.941882
0.994449	1.435410	0.955262
1.157197	1.455047	0.975926
1.373632	1.471178	1.005937
1.605255	1.483765	1.045092
1.809973	1.492777	1.090943
1.950188	1.498193	1.139257
2.000000	1.500000	1.184818
1.950188	1.498193	1.222418
1.809974	1.492777	1.247849
1.605256	1.483765	1.258703
1.373633	1.471178	1.254828
1.157198	1.455047	1.238357
0.994450	1.435410	1.213288
0.912918	1.412316	1.184719
0.923879	1.385819	1.157868
1.020204	1.355984	1.137069
1.177739	1.322882	1.124947
1.359958	1.286593	1.121910
1.524989	1.247205	1.126082
1.633675	1.204811	1.133666
1.657108	1.159516	1.139679
1.582199	1.111427	1.138921
1.414214	1.060660	1.126979
1.175783	1.007339	1.101091
0.902582	0.951590	1.060683
0.636498	0.893549	1.007494
0.417621	0.833355	0.945259
0.276566	0.771154	0.879005
0.228625	0.707095	0.814103
0.270856	0.641333	0.755256
0.382683	0.574025	0.705611
0.529869	0.505335	0.666177
0.671125	0.435427	0.635653
0.766073	0.364471	0.610695
0.783028	0.292636	0.586584
0.705112	0.220096	0.558154
0.533531	0.147026	0.520807
0.287381	0.073602	0.471420
0.000000	0.000000	0.408972
-0.287378	-0.073601	0.334760
-0.533530	-0.147026	0.252183
-0.705111	-0.220096	0.166109
-0.783028	-0.292635	0.081969
-0.766074	-0.364470	0.004743
-0.671127	-0.435427	-0.061972
-0.529870	-0.505335	-0.116626
-0.382683	-0.574025	-0.159983
-0.270857	-0.641333	-0.194953
-0.228625	-0.707095	-0.225998
-0.276565	-0.771154	-0.258258
-0.417620	-0.833355	-0.296528
-0.636498	-0.893549	-0.344317
-0.902580	-0.951590	-0.403147
-1.175782	-1.007339	-0.472232
-1.414214	-1.060660	-0.548606
-1.582198	-1.111427	-0.627669
-1.657108	-1.159515	-0.704042
-1.633676	-1.204811	-0.772580
-1.524991	-1.247204	-0.829337
-1.359959	-1.286593	-0.872297
-1.177740	-1.322882	-0.901745
-1.020206	-1.355984	-0.920189
-0.923880	-1.385819	-0.931861
-0.912918	-1.412316	-0.941882
-0.994449	-1.435410	-0.955262
-1.157196	-1.455047	-0.975926
-1.373633	-1.471178	-1.005937
-1.605255	-1.483765	-1.045092
-1.809975	-1.492777	-1.090943
-1.950186	-1.498193	-1.139257
-2.000000	-1.500000	-1.184818
-1.950188	-1.498193	-1.222418
-1.809974	-1.492777	-1.247849
-1.605255	-1.483765	-1.258702
-1.373634	-1.471178	-1.254828
-1.157197	-1.455047	-1.238357
-0.994451	-1.435410	-1.213288
-0.912918	-1.412316	-1.184719
-0.923878	-1.385819	-1.157868
-1.020204	-1.355984	-1.137069
-1.177738	-1.322882	-1.124947
-1.359958	-1.286593	-1.121910
-1.524990	-1.247204	-1.126082
-1.633676	-1.204812	-1.133666
-1.657108	-1.159516	-1.139679
-1.582199	-1.111427	-1.138921
-1.414215	-1.060660	-1.126979
-1.175785	-1.007339	-1.101092
-0.902581	-0.951590	-1.060683
-0.636498	-0.893549	-1.007494
-0.417621	-0.833355	-0.945259
-0.276567	-0.771155	-0.879005
-0.228625	-0.707096	-0.814103
-0.270856	-0.641333	-0.755256
-0.382681	-0.574026	-0.705610
-0.529866	-0.505335	-0.666177
-0.671126	-0.435428	-0.635652
-0.766075	-0.364471	-0.610694
-0.783028	-0.292636	-0.586583
-0.705112	-0.220096	-0.558154
-0.533533	-0.147026	-0.520807
-0.287382	-0.073602	-0.471420
0.000000	0.000000	-0.408972
0.287379	0.073601	-0.334761
0.533529	0.147026	-0.252183
0.705111	0.220096	-0.166109
0.783029	0.292636	-0.081969
0.766076	0.364470	-0.004743
0.671125	0.435427	0.061972
0.529871	0.505334	0.116626
0.382685	0.574024	0.159983
0.270857	0.641333	0.194953
0.228625	0.707095	0.225998
0.276566	0.771154	0.258258
0.417619	0.833355	0.296528
0.636495	0.893549	0.344317
0.902578	0.951590	0.403147
1.175783	1.007339	0.472232
1.414214	1.060660	0.548606
1.582198	1.111427	0.627668
1.657108	1.159516	0.704042
1.633679	1.204811	0.772580
1.524991	1.247204	0.829337
1.359961	1.286592	0.872297
1.177742	1.322881	0.901745
1.020207	1.355984	0.920190
0.923881	1.385819	0.931862
0.912918	1.412316	0.941882
0.994450	1.435410	0.955263
1.157195	1.455047	0.975926
1.373630	1.471178	1.005937
1.605252	1.483765	1.045092
1.809971	1.492777	1.090943
1.950188	1.498193	1.139257
2.000000	1.500000	1.184818
1.950188	1.498193	1.222418
1.809976	1.492777	1.247849
1.605258	1.483765	1.258703
1.373636	1.471178	1.254828
1.157197	1.455047	1.238357
0.994450	1.435410	1.213288
0.912918	1.412316	1.184719
0.923878	1.385819	1.157868
1.020202	1.355984	1.137069
1.177737	1.322882	1.124946
1.359959	1.286594	1.121910
1.524990	1.247204	1.126082
1.633674	1.204811	1.133666
1.657108	1.159516	1.139679
1.582200	1.111427	1.138921
1.414216	1.060661	1.126980
1.175790	1.007339	1.101092
0.902587	0.951590	1.060684
0.636500	0.893549	1.007495
0.417622	0.833355	0.945260
0.276566	0.771154	0.879006
0.228624	0.707095	0.814104
0.270857	0.641333	0.755257
0.382684	0.574026	0.705612
0.529866	0.505335	0.666178
0.671125	0.435427	0.635653
0.766074	0.364470	0.610695
0.783030	0.292637	0.586584
0.705114	0.220097	0.558155
0.533536	0.147027	0.520808
0.287383	0.073603	0.471421
0.000003	0.000000	0.408973
-0.287376	-0.073601	0.334762
-0.533529	-0.147026	0.252184
-0.705111	-0.220096	0.166110
-0.783028	-0.292636	0.081970
-0.766073	-0.364469	0.004744
-0.671124	-0.435426	-0.061971
-0.529872	-0.505335	-0.116625
-0.382686	-0.574025	-0.159983
-0.270859	-0.641333	-0.194952
-0.228625	-0.707095	-0.225998
-0.276566	-0.771154	-0.258257
-0.417619	-0.833355	-0.296527
-0.636496	-0.893550	-0.344317
-0.902578	-0.951590	-0.403147
-1.175781	-1.007339	-0.472231
-1.414209	-1.060660	-0.548605
-1.582198	-1.111427	-0.627668
-1.657108	-1.159515	-0.704041
-1.633677	-1.204811	-0.772580
-1.524991	-1.247204	-0.829336
-1.359961	-1.286593	-0.872296
-1.177740	-1.322882	-0.901745
-1.020205	-1.355984	-0.920189
-0.923879	-1.385819	-0.931861
-0.912918	-1.412316	-0.941881
-0.994449	-1.435410	-0.955262
-1.157193	-1.455047	-0.975926
-1.373627	-1.471178	-1.005937
-1.605249	-1.483764	-1.045091
-1.809971	-1.492777	-1.090942
-1.950186	-1.498193	-1.139256
-2.000000	-1.500000	-1.184817
-1.950189	-1.498193	-1.222417
-1.809976	-1.492777	-1.247848
-1.605255	-1.483765	-1.258702
-1.373633	-1.471178	-1.254828
